,id,address,floor,allfloor,layout,area,price,browsenum_all
24,5880983,仁愛路三段143巷SOGO名巷..,2,7,4房2廳2衛,43.3,"65,000",1427
25,6058409,光復南路101高樓景觀豪邸,12,15,3房2廳2衛,33.8,"65,000",117
26,6033481,敦南街大安遠企商圈~靜巷..,1,16,5房3廳4衛,71.0,"180,000",376
27,6006160,建國南路一段大安森..,10,14,3房2廳1衛,26.1,"30,000",2880
28,6048518,復興南路一段地段優近東區..,4,15,3房2廳2衛,47.9,"55,000",137
29,6022130,光復南路346巷(雙衛)國..,5,7,3房2廳2衛,43.0,"49,500",501
0,5995579,信義路三段101景觀大安捷..,14,14,1房2廳1衛,11.7,"33,000",635
1,6052288,瑞安街120巷近大安站陽光..,3,7,3房2廳1衛,32.1,"55,000",100
2,6022885,安和路二段和平東路三段口..,5,14,3房2廳2衛,43.0,"49,800",237
3,6022890,和平東路三段傢電設備全+..,10,14,4房2廳2衛,53.0,"67,880",272
4,6028623,復興南路253巷大安..,3,7,3房2廳2衛,40.0,"35,000",2044
5,5983961,延吉街131巷捷運國父紀念..,3,7,2房1廳1衛,18.0,"36,500",1234
6,6027342,四維路176巷❤世界敦南❤..,3,8,1房1廳1衛,12.3,"23,000",848
7,5980651,敦化南路一段160巷SOGO捷..,4,4,2房1廳1衛,10.0,"25,000",1841
8,6057412,"信義路四段師大附中,信維..",9,12,3房2廳2衛,26.4,"30,000",301
9,6051480,安和路二段遠企優質*中庭..,3,17,3房2廳2衛,47.0,"60,000",91
10,6003433,泰順街60巷捷運台電大樓時..,2,7,2房1廳1衛,27.7,"55,000",854
11,5945334,敦化南路二段雙捷運敦南遠..,10,16,3房2廳2衛,36.0,"45,000",978
12,5989851,泰順街60巷靜巷內的新建小..,5,7,1房1廳1衛,18.0,"38,000",934
13,6000787,新生南路三段60巷一個月起..,2,4,2房1廳1衛,20.0,"25,000",2196
14,6018591,安和路二段雙捷運交通方便..,3,17,3房2廳2衛,47.0,"60,000",505
15,6054821,四維路52巷全新裝潢正面公..,2,4,4房2廳2衛,48.0,"68,000",136
16,6048002,光復南路國館大器景觀4房..,8,12,4房2廳2衛,57.0,"95,000",62
17,6048981,和平東路三段遠企商圈大客..,6,14,3房2廳2衛,53.0,"50,000",125
18,6034427,安居街六張犁捷運/..,5,7,3房2廳2衛,44.0,"30,000",1003
19,6040151,敦化南路二段敦南鑽石4+1..,7,21,5房2廳3衛,61.3,"80,000",120
20,6027321,和平東路二段175巷近台師..,4,4,3房2廳2衛,35.0,"40,000",777
21,6058842,復興南路二段151巷科技大..,2,4,2房1廳1衛,18.0,"27,000",224
22,6015846,新生南路一段103巷忠孝新..,4,5,3房3廳2衛,48.0,"80,000",795
23,6025311,光復南路光復南路近通化夜..,10,14,1房2廳1衛,19.4,"45,000",296
24,6007973,金山南路二段[屋主自租免..,2,4,2房2廳1衛,26.0,"32,500",1054
25,6014790,復興南路二段151巷..,4,7,3房2廳2衛,28.0,"35,000",1205
26,6007135,浦城街16巷雙捷運近師大校..,100,5,1房1廳1衛,10.0,"14,000",1579
27,5989634,安和路一段東區仁愛安和大..,11,12,4房2廳2衛,45.1,"78,000",523
28,6053197,忠孝東路四段MRT忠孝敦化..,4,7,3房2廳2衛,39.0,"46,000",134
29,5999722,基隆路二段世貿可住可辦大..,5,12,4房2廳2衛,50.1,"49,000",446
0,6058286,信義路二段信義美學東門站..,8,13,2房2廳1衛,25.0,"38,000",162
1,6014447,信義路四段265巷電梯華廈..,4,7,4房2廳2衛,63.0,"85,000",246
2,6030314,復興南路二段111巷..,2,4,2房1廳1衛,13.0,"32,000",421
3,6007395,雲和街75巷台電大樓站雲和..,3,5,2房2廳1衛,18.0,"27,000",2007
4,6042597,瑞安街61巷瑞安街電梯華廈..,3,7,3房2廳2衛,37.0,"39,000",898
5,6036443,信義路三段大安森林公園旁..,3,10,2房2廳1衛,23.0,"38,000",479
6,6050220,和平東路三段308巷近捷運麟光..,3,9,4房2廳2衛,60.1,"50,000",88
7,6047372,光復南路近信義安和站☑景觀電..,10,14,2房1廳1衛,24.9,"41,000",170
8,6033928,敦化南路二段63巷敦南全新裝潢..,7,7,3房3廳3衛,50.0,"89,000",191
9,6023039,光復南路近信義安和站☑昇陽GR..,13,14,1房2廳1衛,25.8,"39,000",289
10,6022730,光復南路近信義安和站☑昇陽GR..,13,14,3房2廳2衛,54.6,"85,000",168
11,5980369,安和路二段『六張犁』遠企商圈..,3,17,3房2廳2衛,47.0,"60,000",167
12,6053211,四維路52巷大安.面公園四房...,2,4,4房2廳2衛,48.0,"68,000",63
13,6055915,新生南路一段103巷MRT忠孝新..,4,5,4房3廳2衛,48.0,"80,000",56
14,6058136,敦化南路一段低公設美四房●名..,7,7,4房2廳3衛,91.5,"85,000",28
15,6057288,安和路一段安和名宅●採光明亮..,8,16,4房2廳2衛,51.0,"68,000",28
16,6057218,復興南路二段低公設美四房●純..,5,15,4房2廳3衛,65.0,"50,000",53
17,6055412,光復南路低公設美四房●門廳換..,8,12,4房2廳2衛,58.0,"95,000",38
18,6039015,忠孝東路三段捷運忠孝新生站電..,6,13,3房2廳2衛,38.9,"50,000",194
19,6038049,和平東路一段大安森林公園旁電..,10,11,2房2廳1衛,22.3,"39,000",347
20,6010900,敦化南路二段家具可搬●車位可..,13,21,4房2廳4衛,77.0,"88,000",194
21,6000014,信義路二段東門站精美四房雙主..,3,7,4房2廳3衛,72.0,"90,000",247
22,6033007,和平東路三段精美屋況●採光明..,17,19,3房2廳2衛,66.0,"89,000",90
23,6045220,瑞安街邊間精美精緻三房●採光..,7,7,3房2廳2衛,31.0,"47,000",100
24,6051912,信義路二段精美屋況●東門站●..,7,14,4房2廳2衛,63.0,"85,000",27
25,6002190,光復南路精美屋況●家具可補●..,13,14,1房1廳1衛,25.8,"39,000",456
26,6002109,光復南路精美屋況●稀有釋出●..,13,14,3房2廳2衛,50.0,"86,000",130
27,5988302,忠孝東路四段216巷捷運忠孝敦..,2,7,4房2廳2衛,30.9,"50,000",407
28,6006706,通安街精美屋況●採光明亮●純..,8,9,2房2廳2衛,29.0,"50,000",142
29,6006687,仁愛路四段精美兩房大主臥●家..,4,7,2房2廳2衛,42.0,"63,000",158
0,5982321,忠孝東路四段低公設可辦..,4,7,4房2廳2衛,55.0,"50,000",254
1,6032060,瑞安街全新釋出●採光明亮●靜..,6,6,2房2廳1衛,46.0,"65,000",89
2,6039223,信義路四段捷運信義安和站電梯..,5,6,4房2廳2衛,42.4,"62,000",65
3,6053799,通安街捷運信義安和站~溫馨宅..,4,9,1房2廳1衛,24.6,"38,000",168
4,5988249,仁愛路四段面仁愛林蔭近忠孝敦..,7,15,3房2廳2衛,38.8,"60,000",443
5,5984093,復興南路一段雙捷運●高樓採光..,13,14,3房2廳2衛,36.0,"45,000",261
6,6022981,大安路一段捷運忠孝敦化站靜巷..,2,7,4房2廳2衛,36.5,"55,000",262
7,6032054,復興南路二段科技站●高樓邊間..,8,18,3房2廳2衛,41.0,"40,000",351
8,5975102,通安街信義安和MRT.高樓景觀...,8,9,2房2廳2衛,24.9,"50,000",196
9,6062195,和平東路三段308巷麟光MRT，..,6,9,4房2廳2衛,35.5,"49,999",2
10,6062162,基隆路二段通化商圈，漂亮裝潢..,11,12,2房1廳2衛,13.7,"37,800",2
11,6001863,信義路四段265巷信義安和捷運..,4,7,4房2廳3衛,45.9,"59,000",254
12,6060351,光復南路邊間昇陽GRAND宅*住..,13,14,1房2廳1衛,25.8,"39,000",62
13,6060346,光復南路昇陽GRAND美三房*住..,13,14,3房2廳2衛,54.6,"85,000",25
14,6049137,復興南路一段★極致奢華★忠孝..,10,16,2房2廳2衛,33.6,"100,000",79
15,6049147,仁愛路三段143巷★MRT忠孝復..,2,7,4房2廳2衛,43.3,"65,000",43
16,6049173,信義路二段★MRT東門★捷運共..,7,14,4房2廳2衛,63.3,"85,000",33
17,6014267,和平東路三段有大車位六張犁捷..,10,14,4房2廳2衛,63.9,"52,000",397
18,6019466,復興南路二段78巷祥瑞園美四房..,5,15,4房2廳3衛,65.0,"50,000",188
19,6059436,和平東路三段近六張犁站、高樓..,10,14,3房2廳2衛,63.9,"52,000",19
20,6032064,瑞安街瑞安電梯3房新裝美屋近..,3,7,3房2廳2衛,28.0,"45,000",265
21,6028693,建國南路一段291巷必定排隊搶..,7,14,3房2廳2衛,32.0,"33,000",3067
22,6007005,瑞安街120巷京倫瑞安氣派豪邸,5,11,4房2廳3衛,86.6,"140,000",133
23,6055205,建國南路一段美樂*大安森林公..,10,13,3房2廳2衛,37.8,"63,999",73
24,6030734,安和路二段美樂~近捷運.採光..,3,17,3房2廳2衛,47.0,"60,000",78
25,6016514,和平東路二段【美樂】近捷運...,5,12,4房2廳2衛,33.7,"42,999",239
26,5989953,羅斯福路三段333巷限女性台大..,5,5,2房0廳1衛,17.0,"11,900",3487
27,6009795,安居街六張犁捷運屋美價廉大空..,5,7,3房2廳2衛,44.0,"30,000",677
28,5984177,樂業街六張犁捷運溫馨典雅裝潢..,4,13,3房2廳2衛,56.5,"63,000",217
29,6012273,和平東路三段308巷六張犁捷運..,3,9,4房2廳2衛,60.0,"50,000",256
0,6039740,和平東路三段六張犁捷運近敦化..,8,19,3房2廳2衛,58.7,"60,000",73
1,6033123,安居街六張犁捷運屋美價廉大空..,5,7,3房2廳2衛,44.0,"30,000",393
2,6062023,光復南路雙人新居/全新裝潢/..,10,14,1房2廳1衛,19.4,"46,000",4
3,5926805,仁愛路四段仁愛圓環敦化商圈生..,4,14,2房1廳1衛,19.2,"36,000",433
4,6059953,泰順街近羅斯福路台電大樓✯靜..,5,7,1房1廳1衛,16.5,"38,000",27
5,6060172,臥龍街靜巷高樓採光✯2大房+1..,11,11,3房2廳2衛,38.4,"52,000",20
6,6059213,仁愛路四段近敦化南路一段仁愛..,10,12,1房2廳1衛,22.4,"45,000",32
7,6055418,安和路二段近敦化南路✯近立人..,3,17,3房2廳2衛,47.0,"58,000",33
8,6049882,敦化南路一段近忠孝東路四段✩..,10,14,3房2廳2衛,62.4,"119,990",40
9,6048334,瑞安街近復興南路☆精緻裝潢3+..,5,11,4房2廳3衛,86.6,"125,000",41
10,6048129,光復南路近信義路✯近信義安和..,5,12,3房2廳2衛,38.7,"60,000",86
11,6042039,安和路二段近立人國小✪近敦化..,11,25,4房2廳2衛,69.8,"98,800",52
12,6040997,羅斯福路二段近師大捷運古亭站..,4,7,2房2廳2衛,42.6,"100,000",76
13,6040972,信義路二段近中正紀念堂☼高樓..,10,14,4房3廳2衛,84.7,"124,000",46
14,6048115,和平東路一段師大商圈!平面正..,8,11,1房2廳1衛,22.3,"30,000",226
15,6030162,復興南路二段科技大樓捷運採光..,8,18,3房2廳2衛,41.0,"40,000",284
16,6029479,信義路二段東門站☆一層一戶☆..,5,7,3房2廳2衛,72.2,"84,000",99
17,6029448,敦化南路一段近忠孝敦化站✯舒..,2,7,4房2廳2衛,52.2,"69,000",96
18,6057698,東豐街大安捷運站明亮通風大主..,8,14,1房1廳1衛,18.0,"30,000",111
19,5976792,光復南路東區靜巷、生活機能便..,7,11,2房1廳1衛,19.7,"40,000",452
20,6041279,永康街靜巷單純、生活機能便利..,4,6,3房2廳2衛,40.1,"70,000",82
21,6040791,仁愛路四段採光極佳、近國富紀..,12,12,1房1廳1衛,20.0,"35,000",77
22,6040792,仁愛路三段東門大安森林公園邊..,4,6,3房2廳2衛,38.9,"60,000",134
23,6056745,信義路二段東門商圈、生活機能..,7,14,4房2廳2衛,51.4,"85,000",23
24,6011270,光復南路國父紀念館延吉街、生..,6,9,4房2廳2衛,52.6,"80,000",223
25,6029794,光復南路近國父紀念館、生活機..,3,14,2房1廳1衛,22.6,"45,000",177
26,6048969,和平東路一段和平大樓★仙境：..,10,11,2房1廳1衛,22.3,"39,000",166
27,6048964,泰順街太子尊邸★仙境：正三房..,2,10,3房2廳2衛,70.6,"69,000",52
28,6010596,信義路四段世貿★仙境：101／..,5,12,3房2廳2衛,36.0,"65,000",192
29,6055574,通安街信義安和捷運靜巷溫馨兩..,8,9,2房2廳2衛,25.0,"49,888",52
0,5998778,瑞安街81巷瑞安懷石~經典名人..,3,9,4房2廳2衛,76.0,"150,000",128
1,6017517,新生南路一段150巷公園綠樹景..,3,4,4房2廳2衛,40.0,"48,000",406
2,6048568,安和路二段59巷★近捷運信義安..,2,7,4房2廳3衛,31.4,"73,999",56
3,6035195,和平東路三段464巷★近捷運麟..,2,14,4房2廳2衛,55.8,"69,999",97
4,5975353,新生南路二段★大安森林公園★..,3,15,4房2廳4衛,151.0,"199,999",287
5,6053311,復興南路一段107巷近頂好市場..,6,7,3房2廳2衛,47.6,"52,000",89
6,5975493,忠孝東路四段216巷☑忠孝東路..,6,7,4房2廳2衛,42.6,"50,000",214
7,6016953,忠孝東路四段☑近捷運忠孝敦化..,4,12,2房1廳1衛,15.5,"47,000",144
8,5991006,愛國東路學生公寓，屋主..,3,4,6房2廳6衛,66.0,"8,800",4509
9,6010986,和平東路三段308巷★六張犁捷..,3,9,4房2廳2衛,60.1,"50,000",268
10,6028512,仁愛路四段345巷正216巷旁稀..,2,7,2房2廳2衛,48.0,"60,000",158
11,6061869,和平東路一段師大商圈旁，平面..,8,11,1房2廳1衛,22.3,"29,999",41
12,6015044,忠孝東路四段捷運忠孝敦化~東..,4,12,2房1廳2衛,15.5,"47,000",116
13,5984330,忠孝東路四段忠孝敦化面寬住辦..,7,12,4房2廳2衛,52.0,"60,000",182
14,6005614,和平東路二段面大安森林..,8,12,4房2廳2衛,45.0,"58,500",538
15,5984359,信義路二段東門永康獨棟雙主臥..,3,7,4房2廳3衛,79.3,"90,000",447
16,6054400,和平東路一段大安森林旁，採光..,14,18,4房2廳2衛,62.4,"68,000",63
17,6054354,仁愛路四段仁愛圓環，溫馨裝潢..,4,14,2房2廳1衛,19.2,"35,999",106
18,6054324,復興南路二段151巷科技大樓MR..,2,17,3房2廳1衛,29.6,"35,000",217
19,6054278,安和路二段素雅3+1房，傢俱可..,11,25,4房2廳2衛,69.8,"99,999",23
20,6016415,仁愛路四段408巷桓邦翠亨豪邸,5,13,4房2廳3衛,106.9,"246,000",139
21,6014643,大安路一段144巷大安蘭芳美廈,2,7,2房2廳1衛,31.2,"38,000",642
22,6054152,光復南路通化商圈，機能強，屋..,3,14,2房2廳1衛,22.6,"44,999",60
23,6054142,敦化南路二段63巷漂亮裝潢，一..,7,9,2房2廳2衛,32.1,"90,000",47
24,6054118,忠孝東路三段溫馨裝潢，可住/..,6,13,3房2廳2衛,38.8,"50,000",94
25,5994588,浦城街浦城街電梯2樓,2,3,開放式格局,52.0,"45,000",357
26,6008749,潮州街師範大學潮州街1樓,1,7,3房2廳2衛,96.0,"95,000",199
27,6061819,市民大道四段東區優雅吧檯兩房,3,7,2房1廳1衛,15.0,"29,000",27
28,6061811,金山南路二段231巷古亭東門靜..,4,5,3房2廳2衛,35.6,"35,000",7
29,6056760,安和路一段仁愛學區優質名宅,4,16,4房2廳2衛,49.4,"59,000",33
0,6039045,通化街【冷氣1房+1小房、室內..,3,3,2房0廳1衛,11.6,"15,000",2586
1,5989004,和平東路二段過年後才能看【溫..,5,12,4房2廳2衛,33.7,"43,000",249
2,6061793,忠孝東路三段忠孝新生捷運純辦,6,12,1房0廳1衛,75.9,"95,000",1
3,6026218,信義路三段大安森林景觀第一排..,3,10,3房2廳1衛,28.4,"38,000",559
4,6052042,忠孝東路四段223巷-近敦化南..,4,7,3房2廳2衛,39.6,"45,998",74
5,6006692,金山南路二段古亭金山名人大廈,17,17,3房2廳2衛,39.1,"45,000",278
6,5986646,潮州街古亭綠意電梯2房,100,7,2房1廳1衛,25.0,"27,000",886
7,6055048,瑞安街214巷-近復興南路口★..,7,7,3房2廳2衛,31.0,"48,000",81
8,6054987,四維路52巷-近敦化南路口★3+..,2,4,3房2廳2衛,47.9,"68,000",30
9,6060799,忠孝東路三段忠孝新生捷運站旁..,6,13,3房2廳2衛,38.9,"50,000",38
10,6055161,忠孝東路四段223巷忠孝敦化捷..,4,7,3房2廳3衛,39.6,"46,000",111
11,6023337,安和路二段六張犁捷運站/遠企..,3,17,3房2廳2衛,47.0,"58,500",152
12,6014840,和平東路三段308巷麟光捷運站..,3,9,4房2廳2衛,73.5,"50,000",179
13,6014860,和平東路三段308巷超值電梯4..,3,9,4房2廳2衛,73.5,"50,000",310
14,6013395,信義路二段東門捷運站~靜巷裝..,4,6,2房1廳1衛,15.7,"33,000",679
15,6040305,信義路四段月租短租~信義安和..,14,14,1房2廳1衛,20.1,"40,000",305
16,6000559,光復南路昇陽建設~雙捷運~氣..,17,19,3房2廳2衛,61.2,"88,000",160
17,5991354,信義路四段家門口就是信義安和..,2,12,3房2廳2衛,33.2,"47,000",359
18,5991338,安和路一段忠孝敦化捷運站~全..,11,12,4房2廳2衛,45.1,"77,000",178
19,6047838,敦化南路二段63巷信義安和捷運..,5,7,2房2廳1衛,20.2,"43,000",131
20,5988515,光復南路240巷國父紀念館東區..,11,11,2房2廳2衛,24.0,"48,000",437
21,5983874,羅斯福路三段台電大樓/古亭雙..,12,25,3房2廳2衛,55.1,"78,000",245
22,5983868,仁愛路四段忠孝敦化捷運站~美..,4,14,2房2廳1衛,19.2,"36,000",1086
23,6017193,忠孝東路三段正義國宅捷運美裝..,7,14,3房2廳2衛,33.4,"39,000",542
24,6041275,信義路四段近信義安和捷運~電..,2,12,3房2廳2衛,33.2,"47,000",88
25,6035327,和平東路一段近古亭捷運師大~..,14,18,4房2廳2衛,67.0,"70,000",82
26,6049696,敦化南路二段敦南遠企商圈~電..,10,16,3房2廳2衛,35.7,"45,000",48
27,6057848,基隆路二段光復南路•101世貿..,11,12,2房2廳2衛,13.7,"37,800",46
28,6056886,敦化南路二段遠企商圈•全新粉..,10,16,3房2廳2衛,35.7,"44,999",27
29,6055583,仁愛路四段345巷忠孝敦化•東..,4,7,2房2廳2衛,41.6,"63,000",72
0,6012899,光復南路國父紀念館站~一房一..,3,11,1房1廳1衛,15.0,"29,000",530
1,6052304,光復南路國父紀念館•忠孝東路..,10,13,4房2廳2衛,71.3,"150,000",31
2,6008619,信義路三段@@大安信義師大商圈..,12,12,3房1廳1衛,23.3,"34,998",841
3,6049114,光復南路通化商圈•101世貿站..,3,14,2房2廳1衛,22.6,"45,000",53
4,6008612,四維路52巷@@敦南信義安和商圈..,2,4,4房2廳2衛,48.0,"68,000",117
5,6008601,信義路四段@@信義安和通化商圈..,2,12,3房2廳2衛,33.2,"47,000",156
6,6008594,臥龍街43巷@@和平敦南六張犁商..,11,11,3房2廳2衛,38.4,"52,000",112
7,6008587,復興南路一段@@大安信義安和商..,13,14,3房2廳2衛,56.0,"107,000",127
8,6008580,仁愛路四段512巷@@市政府捷運..,2,8,3房2廳2衛,41.6,"55,000",279
9,6003142,敦化南路二段敦南綠景•24H機..,9,21,3房2廳3衛,77.3,"110,000",167
10,6005068,復興南路一段捷運忠孝復興旁頂..,5,16,3房2廳2衛,54.4,"80,000",169
11,6039119,和平東路一段MRT古亭▶高樓層..,14,18,3房2廳2衛,62.4,"65,000",93
12,5982102,敦化南路二段63巷安和路口•一..,7,9,2房2廳2衛,60.8,"90,000",242
13,6053022,忠孝東路四段忠孝敦化站/東區..,4,12,2房1廳2衛,15.5,"47,000",59
14,6052399,瑞安街捷運兩房/附傢俱電/搶..,6,6,2房2廳2衛,34.6,"66,000",27
15,6051985,忠孝東路四段223巷東區必租美..,4,7,3房2廳2衛,39.6,"46,000",103
16,6059524,瑞安街公園捷運美三房09186135..,3,7,3房2廳2衛,36.3,"39,000",87
17,5999316,敦化南路一段忠孝敦化站旁/可..,12,12,1房1廳1衛,14.7,"29,000",405
18,5991598,基隆路二段六張犁站/優質三房..,11,13,3房2廳2衛,57.0,"95,000",158
19,5988046,基隆路一段V1市府站精美2房,3,16,2房1廳1衛,16.3,"37,000",472
20,6006631,金山南路二段大安區優質住辦公..,2,4,4房2廳2衛,47.0,"48,000",312
21,6026350,新生南路一段165巷大安..,3,4,2房2廳1衛,22.0,"29,000",504
22,6061707,安和路二段近敦化南路✯近遠企..,4,6,3房2廳2衛,37.9,"44,000",11
23,5976433,復興南路一段亮麗裝潢方正二房..,5,10,2房2廳1衛,20.0,"33,000",1579
24,5976429,和平東路二段175巷可短..,6,6,3房2廳1衛,28.0,"42,000",652
25,6061684,和平東路一段近師大●有管理●..,8,11,1房2廳1衛,22.3,"29,999",37
26,6038502,復興南路一段忠孝復興.時尚...,3,10,2房2廳1衛,23.0,"48,000",155
27,6045579,安和路一段90巷◆捷運。全新裝..,3,5,2房2廳1衛,20.0,"32,000",386
28,6061673,敦化南路二段63巷優質新裝潢高..,7,7,3房3廳3衛,50.0,"89,000",8
29,5993100,"忠孝東路四段東區捷運新貴,極..",4,12,2房1廳2衛,15.5,"47,000",164
0,6051482,忠孝東路三段248巷SOGO旁靜巷..,2,7,2房2廳1衛,31.0,"43,000",85
1,6048628,信義路二段東門捷運*永康商圈..,7,14,4房2廳2衛,63.3,"85,000",51
2,5996087,安和路一段敦化安和管理高樓四..,11,12,4房2廳2衛,45.0,"78,000",115
3,6056571,敦化南路二段敦南高樓景觀三房,10,16,3房2廳2衛,36.0,"45,000",49
4,6029080,永康街永康街師大商圈高..,8,13,3房2廳2衛,59.8,"79,000",221
5,6019876,大安路二段近復興南路★捷運大..,4,7,3房2廳2衛,70.2,"178,000",97
6,6019677,瑞安街近復興南路二段★捷運科..,8,10,3房2廳3衛,62.0,"120,000",89
7,6011167,和平東路三段近捷運六張犁站✯..,8,19,3房2廳2衛,58.7,"60,000",214
8,5999113,光復南路近捷運信義安和☼飯店..,17,19,3房2廳2衛,60.0,"88,000",202
9,5998815,仁愛路四段近忠孝敦化站☆仁愛..,4,14,2房2廳1衛,19.2,"36,000",727
10,6008968,泰順街近捷運台電大樓✯師大商..,3,6,2房2廳1衛,24.4,"45,000",209
11,5998809,信義路四段信義安和站出站即到..,2,12,3房2廳2衛,33.2,"47,000",237
12,5993066,敦化南路一段近捷運忠孝敦化✯..,3,11,2房2廳1衛,27.0,"47,000",208
13,6016615,復興南路二段近科技大樓站✬近..,8,18,3房2廳2衛,41.2,"40,000",669
14,5999379,光復南路★立即看屋【紀念館景..,6,7,3房3廳3衛,37.4,"98,000",229
15,6048493,安和路二段安和路雙捷運大三房..,4,15,3房2廳2衛,60.0,"60,000",65
16,6030122,瑞安街近大安森林公園☼..,5,5,2房2廳1衛,35.9,"31,800",354
17,6015992,和平東路三段近敦化南路✬近安..,15,19,3房2廳3衛,80.9,"119,990",136
18,5987227,樂業街近六張犁站☼和平東路☼..,4,13,3房2廳2衛,56.5,"63,000",153
19,5986972,辛亥路二段近台大✯捷運科技大..,6,7,3房2廳2衛,58.4,"67,000",153
20,5986881,敦化南路一段近仁愛圓環✯近東..,7,7,4房2廳3衛,91.5,"85,000",206
21,5982108,和平東路二段集合式住宅建築獎..,4,7,1房2廳1衛,27.2,"68,000",345
22,5979748,光復南路近國父紀念館☼松菸☼..,7,13,1房2廳2衛,71.3,"120,000",217
23,5976156,瑞安街1+1房✯近大安站✯大安..,-1,7,2房2廳1衛,24.1,"36,000",834
24,6052813,安和路二段美樂【家是身心安頓..,3,17,3房2廳2衛,47.0,"60,000",24
25,6047085,光復南路美樂【優質社區高樓層..,17,19,3房2廳2衛,60.0,"90,000",60
26,6058149,仁愛路四段近仁愛圓環~捷運忠..,4,14,2房2廳1衛,19.2,"35,999",99
27,6058165,信義路四段近安和捷運站-,2,12,3房2廳2衛,33.2,"47,000",36
28,6027088,仁愛路四段408巷近國父紀念館..,2,9,1房1廳1衛,16.9,"36,000",270
29,5983412,敦化南路二段敦南林蔭住辦美廈,8,12,3房2廳2衛,46.2,"70,000",132
0,5983413,敦化南路二段舊鑽綠蔭高樓景觀..,15,21,5房2廳4衛,75.9,"88,000",161
1,6042924,光復南路逸仙名邸景觀美厦,10,12,3房2廳2衛,33.0,"46,000",218
2,6058618,光復南路國父紀念館逸仙香榭,5,7,3房3廳3衛,57.1,"98,000",54
3,5981986,樂業街159巷生活機能好近六張..,4,4,3房2廳1衛,30.0,"30,000",1424
4,6027017,仁愛路四段**仁愛路樓中樓大戶..,15,18,6房2廳4衛,118.0,"150,000",128
5,6048280,安和路二段經典名宅~凱旋門高..,12,17,4房2廳2衛,59.5,"100,000",41
6,5617969,仁愛路四段408巷仁愛路..,2,9,1房1廳1衛,22.0,"45,000",488
7,6034381,和平東路三段308巷近麟光捷運..,3,9,4房2廳2衛,49.0,"50,000",137
8,6027661,和平東路一段師大禮居優質宅第,14,18,4房2廳2衛,68.0,"70,000",267
9,6061332,羅斯福路三段捷運公館站4分【..,9,11,2房1廳1衛,16.0,"24,000",184
10,6052871,四維路198巷科技大樓捷..,9,19,2房2廳1衛,30.6,"29,800",261
11,6061219,潮州街師大旁潮州街美套房,3,4,1房1廳1衛,5.0,"11,500",188
12,6029901,建國南路一段175巷正義..,10,14,2房2廳2衛,33.4,"38,000",251
13,6032240,復興南路一段整層住家三..,4,4,3房2廳1衛,26.0,"26,800",979
14,6043634,復興南路一段126巷忠孝..,5,11,3房1廳1衛,24.0,"35,000",330
15,6033962,復興南路一段126巷近忠孝復興..,5,11,3房1廳1衛,24.0,"35,000",385
16,6036488,羅斯福路二段77巷古亭捷運站10..,3,5,3房2廳2衛,35.3,"42,000",100
17,5980385,臥龍街195巷六張犁.麟光雙捷..,4,5,3房2廳1衛,28.3,"32,000",527
18,6061007,大安路一段31巷微風頂好稀有整..,2,4,2房2廳1衛,26.0,"42,000",48
19,6053179,敦化南路一段忠孝敦化3房電梯..,3,13,3房2廳2衛,44.8,"68,000",64
20,5980865,忠孝東路四段216巷忠孝敦化電..,5,7,3房2廳2衛,41.3,"70,000",265
21,5950291,忠孝東路四段181巷短期出租--..,2,7,2房2廳2衛,20.0,"50,000",481
22,6052862,仁愛路三段帝寶我成交多戶此為..,8,18,開放式格局,210.7,"350,000",96
23,6052855,仁愛路四段408巷桓邦仁愛翠亨..,5,13,4房2廳4衛,107.0,"220,000",40
24,5993892,瑞安街120巷4房BedRM大安森..,5,11,4房2廳3衛,86.6,"140,000",232
25,6013938,大安路二段捷運大安站●全天管..,5,12,1房2廳1衛,20.6,"45,000",356
26,6009166,泰順街54巷泰順靜巷樓中樓,1,7,6房2廳3衛,100.0,"180,000",320
27,6035370,泰順街54巷泰順靜巷大戶,99,3,10房3廳3衛,130.0,"220,000",122
28,6049547,泰順街105巷師大靜美名廈,3,7,3房2廳2衛,48.5,"66,000",99
29,6060643,四維路52巷面公園景觀溫馨美屋,2,4,4房2廳2衛,47.9,"68,000",24
0,6047481,和平東路二段36巷大安森林公園..,9,10,4房2廳2衛,44.9,"48,000",256
1,6021722,青田街12巷青田稀有前庭後院~~..,1,6,3房2廳2衛,50.4,"99,999",126
2,6022997,忠孝東路四段101巷近忠孝敦化..,7,8,3房2廳2衛,35.0,"48,500",403
3,6060457,建國南路一段美樂~大安森林小..,10,13,3房2廳2衛,37.8,"63,999",24
4,6022405,樂利路5巷稀有大安區庭院車庫..,99,1,4房4廳3衛,70.0,"149,999",128
5,6022374,青田街7巷稀有庭院裝潢大4房..,1,6,4房2廳3衛,65.7,"110,000",169
6,6004397,臨江街2巷世貿站基隆路星巴客..,2,5,3房2廳1衛,23.0,"23,600",2197
7,6039446,安和路二段美樂【遠企商圈知名..,3,17,3房2廳2衛,47.0,"60,000",117
8,6060154,和平東路一段優質學區採光極佳..,14,18,2房2廳2衛,44.1,"60,000",34
9,6023027,安和路二段美樂~MRT5.對望遠企..,3,17,3房2廳2衛,47.0,"60,000",110
10,6001797,光復南路美樂【高樓層遠挑101*..,17,19,3房2廳2衛,60.0,"85,000",179
