,VALUE,DATE
1628,12.0,1981-06-09
1629,12.0,1981-06-10
1630,12.0,1981-06-11
1631,12.0,1981-06-12
1632,12.0,1981-06-15
1633,12.0,1981-06-16
1634,12.0,1981-06-17
1635,12.0,1981-06-18
1636,12.0,1981-06-19
1637,12.0,1981-06-22
1638,12.0,1981-06-23
1639,12.0,1981-06-24
1640,12.0,1981-06-25
1641,12.0,1981-06-26
1642,12.0,1981-06-29
1643,12.0,1981-06-30
1644,12.0,1981-07-01
1645,12.0,1981-07-02
1646,12.0,1981-07-03
1647,12.0,1981-07-06
1648,12.0,1981-07-07
1649,12.0,1981-07-08
1650,12.0,1981-07-09
1651,12.0,1981-07-10
1652,12.0,1981-07-13
1653,12.0,1981-07-14
1654,12.0,1981-07-15
1655,12.0,1981-07-16
1656,12.0,1981-07-17
1657,12.0,1981-07-20
1658,12.0,1981-07-21
1659,12.0,1981-07-22
1660,12.0,1981-07-23
1661,12.0,1981-07-24
1662,12.0,1981-07-27
1663,12.0,1981-07-28
1664,12.0,1981-07-30
1665,12.0,1981-07-31
1666,12.0,1981-08-03
1667,12.0,1981-08-04
1668,12.0,1981-08-05
1669,12.0,1981-08-06
1670,12.0,1981-08-07
1671,12.0,1981-08-10
1672,12.0,1981-08-11
1673,12.0,1981-08-12
1674,12.0,1981-08-13
1675,12.0,1981-08-14
1676,12.0,1981-08-17
1677,12.0,1981-08-18
1678,12.0,1981-08-19
1679,12.0,1981-08-20
1680,12.0,1981-08-21
1681,12.0,1981-08-24
1682,12.6875,1981-08-25
1683,12.6875,1981-08-26
1684,12.6875,1981-08-27
1685,12.6875,1981-08-28
1686,12.6875,1981-09-01
1687,12.6875,1981-09-02
1688,12.6875,1981-09-03
1689,12.6875,1981-09-04
1690,12.6875,1981-09-07
1691,12.6875,1981-09-08
1692,12.6875,1981-09-09
1693,12.6875,1981-09-10
1694,12.6875,1981-09-11
1695,12.6875,1981-09-14
1696,14.0,1981-09-15
1697,14.0,1981-09-16
1698,14.0,1981-09-17
1699,14.0,1981-09-18
1700,14.0,1981-09-21
1701,14.0,1981-09-22
1702,14.0,1981-09-23
1703,14.0,1981-09-24
1704,14.0,1981-09-25
1705,14.0,1981-09-28
1706,14.0,1981-09-29
1707,14.0,1981-09-30
1708,14.0,1981-10-01
1709,14.0,1981-10-02
1710,14.0,1981-10-05
1711,14.0,1981-10-06
1712,14.0,1981-10-07
1713,14.0,1981-10-08
1714,14.0,1981-10-09
1715,15.0,1981-10-12
1716,15.0,1981-10-13
1717,15.0,1981-10-14
1718,15.0,1981-10-15
1719,15.0,1981-10-16
1720,15.0,1981-10-19
1721,15.0,1981-10-20
1722,15.0,1981-10-21
1723,15.0,1981-10-22
1724,15.0,1981-10-23
1725,15.0,1981-10-26
1726,15.0,1981-10-27
1727,15.125,1981-10-28
1728,15.125,1981-10-29
1729,15.125,1981-10-30
1730,15.125,1981-11-02
1731,15.125,1981-11-03
1732,15.125,1981-11-04
1733,15.125,1981-11-05
1734,15.0625,1981-11-06
1735,14.625,1981-11-09
1736,14.625,1981-11-10
1737,14.625,1981-11-11
1738,14.625,1981-11-12
1739,14.625,1981-11-13
1740,14.625,1981-11-16
1741,14.625,1981-11-17
1742,14.625,1981-11-18
1743,14.625,1981-11-19
1744,14.625,1981-11-20
1745,14.625,1981-11-23
1746,14.625,1981-11-24
1747,14.5625,1981-11-25
1748,14.5625,1981-11-26
1749,14.5625,1981-11-27
1750,14.5625,1981-11-30
1751,14.5625,1981-12-01
1752,14.5625,1981-12-02
1753,14.5625,1981-12-03
1754,14.375,1981-12-04
1755,14.375,1981-12-07
1756,14.375,1981-12-08
1757,14.375,1981-12-09
1758,14.375,1981-12-10
1759,14.375,1981-12-11
1760,14.375,1981-12-14
1761,14.375,1981-12-15
1762,14.375,1981-12-16
1763,14.375,1981-12-17
1764,14.375,1981-12-18
1765,14.375,1981-12-21
1766,14.375,1981-12-22
1767,14.375,1981-12-23
1768,14.375,1981-12-24
1769,14.375,1981-12-29
1770,14.375,1981-12-30
1771,14.375,1981-12-31
1772,14.375,1982-01-04
1773,14.375,1982-01-05
1774,14.375,1982-01-06
1775,14.375,1982-01-07
1776,14.375,1982-01-08
1777,14.375,1982-01-11
1778,14.375,1982-01-12
1779,14.375,1982-01-13
1780,14.375,1982-01-14
1781,14.375,1982-01-15
1782,14.3125,1982-01-18
1783,14.25,1982-01-19
1784,14.125,1982-01-20
1785,14.0,1982-01-21
1786,13.875,1982-01-22
1787,13.875,1982-01-25
1788,13.875,1982-01-26
1789,13.875,1982-01-27
1790,13.875,1982-01-28
1791,13.875,1982-01-29
1792,13.875,1982-02-01
1793,13.875,1982-02-02
1794,13.875,1982-02-03
1795,13.875,1982-02-04
1796,13.875,1982-02-05
1797,13.875,1982-02-08
1798,13.875,1982-02-09
1799,13.875,1982-02-10
1800,13.875,1982-02-11
1801,13.875,1982-02-12
1802,13.875,1982-02-15
1803,13.875,1982-02-16
1804,13.875,1982-02-17
1805,13.875,1982-02-18
1806,13.875,1982-02-19
1807,13.8125,1982-02-22
1808,13.8125,1982-02-23
1809,13.8125,1982-02-24
1810,13.625,1982-02-25
1811,13.625,1982-02-26
1812,13.625,1982-03-01
1813,13.625,1982-03-02
1814,13.625,1982-03-03
1815,13.625,1982-03-04
1816,13.625,1982-03-05
1817,13.625,1982-03-08
1818,13.625,1982-03-09
1819,13.25,1982-03-10
1820,13.25,1982-03-11
1821,13.25,1982-03-12
1822,13.25,1982-03-15
1823,13.25,1982-03-16
1824,13.25,1982-03-17
1825,13.25,1982-03-18
1826,13.25,1982-03-19
1827,13.25,1982-03-22
1828,13.25,1982-03-23
1829,13.25,1982-03-24
1830,13.25,1982-03-25
1831,13.25,1982-03-26
1832,13.25,1982-03-29
1833,13.25,1982-03-30
1834,13.25,1982-03-31
1835,13.25,1982-04-01
1836,13.25,1982-04-02
1837,13.25,1982-04-05
1838,13.25,1982-04-06
1839,13.25,1982-04-07
1840,13.25,1982-04-08
1841,13.25,1982-04-13
1842,13.25,1982-04-14
1843,13.25,1982-04-15
1844,13.125,1982-04-16
1845,13.0,1982-04-19
1846,13.125,1982-04-20
1847,13.125,1982-04-21
1848,13.125,1982-04-22
1849,13.125,1982-04-23
1850,13.125,1982-04-26
1851,13.125,1982-04-27
1852,13.125,1982-04-28
1853,13.125,1982-04-29
1854,13.125,1982-04-30
1855,13.125,1982-05-04
1856,13.125,1982-05-05
1857,13.125,1982-05-06
1858,13.125,1982-05-07
1859,13.125,1982-05-10
1860,13.125,1982-05-11
1861,13.125,1982-05-12
1862,13.125,1982-05-13
1863,13.125,1982-05-14
1864,13.125,1982-05-17
1865,13.125,1982-05-18
1866,13.125,1982-05-19
1867,13.125,1982-05-20
1868,13.125,1982-05-21
1869,13.125,1982-05-24
1870,13.125,1982-05-25
1871,13.125,1982-05-26
1872,13.125,1982-05-27
1873,13.125,1982-05-28
1874,13.125,1982-06-01
1875,13.125,1982-06-02
1876,13.125,1982-06-03
1877,13.125,1982-06-04
1878,13.125,1982-06-07
1879,12.625,1982-06-08
1880,12.625,1982-06-09
1881,12.625,1982-06-10
1882,12.625,1982-06-11
1883,12.625,1982-06-14
1884,12.625,1982-06-15
1885,12.625,1982-06-16
1886,12.625,1982-06-17
1887,12.625,1982-06-18
1888,12.625,1982-06-21
1889,12.625,1982-06-22
1890,12.625,1982-06-23
1891,12.625,1982-06-24
1892,12.625,1982-06-25
1893,12.625,1982-06-28
1894,12.625,1982-06-29
1895,12.625,1982-06-30
1896,12.625,1982-07-01
1897,12.625,1982-07-02
1898,12.625,1982-07-05
1899,12.625,1982-07-06
1900,12.625,1982-07-07
1901,12.625,1982-07-08
1902,12.5,1982-07-09
1903,12.25,1982-07-12
1904,12.125,1982-07-13
1905,12.125,1982-07-14
1906,12.125,1982-07-15
1907,12.125,1982-07-16
1908,12.125,1982-07-19
1909,12.125,1982-07-20
1910,12.0625,1982-07-21
1911,12.0625,1982-07-22
1912,12.0625,1982-07-23
1913,11.9375,1982-07-26
1914,11.9375,1982-07-27
1915,11.8125,1982-07-28
1916,11.75,1982-07-29
1917,11.625,1982-07-30
1918,11.5625,1982-08-02
1919,11.5625,1982-08-03
1920,11.5,1982-08-04
1921,11.5,1982-08-05
1922,11.5,1982-08-06
1923,11.5,1982-08-09
1924,11.5,1982-08-10
1925,11.5,1982-08-11
1926,11.5,1982-08-12
1927,11.5,1982-08-13
1928,11.375,1982-08-16
1929,11.25,1982-08-17
1930,11.25,1982-08-18
1931,11.25,1982-08-19
1932,11.25,1982-08-20
1933,11.25,1982-08-23
1934,11.125,1982-08-24
1935,11.0,1982-08-25
1936,10.875,1982-08-26
1937,10.625,1982-08-27
1938,10.625,1982-08-31
1939,10.625,1982-09-01
1940,10.625,1982-09-02
1941,10.625,1982-09-03
1942,10.625,1982-09-06
1943,10.625,1982-09-07
1944,10.625,1982-09-08
1945,10.625,1982-09-09
1946,10.625,1982-09-10
1947,10.625,1982-09-13
1948,10.625,1982-09-14
1949,10.625,1982-09-15
1950,10.625,1982-09-16
1951,10.625,1982-09-17
1952,10.625,1982-09-20
1953,10.625,1982-09-21
1954,10.625,1982-09-22
1955,10.625,1982-09-23
1956,10.625,1982-09-24
1957,10.5,1982-09-27
1958,10.375,1982-09-28
1959,10.25,1982-09-29
1960,10.125,1982-09-30
1961,10.125,1982-10-01
1962,10.125,1982-10-04
1963,10.125,1982-10-05
1964,10.125,1982-10-06
1965,10.125,1982-10-07
1966,10.125,1982-10-08
1967,10.125,1982-10-11
1968,9.625,1982-10-12
1969,9.625,1982-10-13
1970,9.625,1982-10-14
1971,9.625,1982-10-15
1972,9.625,1982-10-18
1973,9.625,1982-10-19
1974,9.625,1982-10-20
1975,9.625,1982-10-21
1976,9.625,1982-10-22
1977,9.625,1982-10-25
1978,9.625,1982-10-26
1979,9.625,1982-10-27
1980,9.625,1982-10-28
1981,9.625,1982-10-29
1982,9.375,1982-11-01
1983,9.125,1982-11-02
1984,9.125,1982-11-03
1985,9.125,1982-11-04
1986,9.125,1982-11-05
1987,9.125,1982-11-08
1988,9.125,1982-11-09
1989,9.125,1982-11-10
1990,9.125,1982-11-11
1991,9.125,1982-11-12
1992,9.125,1982-11-15
1993,9.125,1982-11-16
1994,9.125,1982-11-17
1995,9.125,1982-11-18
1996,9.125,1982-11-19
1997,9.125,1982-11-22
1998,9.125,1982-11-23
1999,9.125,1982-11-24
2000,9.125,1982-11-25
2001,10.0,1982-11-26
2002,10.0,1982-11-29
2003,10.0,1982-11-30
2004,10.0,1982-12-01
2005,10.0,1982-12-02
2006,10.0,1982-12-03
2007,10.0,1982-12-06
2008,10.0,1982-12-07
2009,10.0,1982-12-08
2010,10.0,1982-12-09
2011,10.0,1982-12-10
2012,10.0,1982-12-13
2013,10.0,1982-12-14
2014,10.0,1982-12-15
2015,10.0,1982-12-16
2016,10.0,1982-12-17
2017,10.0,1982-12-20
2018,10.0,1982-12-21
2019,10.0,1982-12-22
2020,10.0,1982-12-23
2021,10.0,1982-12-24
2022,10.0,1982-12-29
2023,10.0,1982-12-30
2024,10.0,1982-12-31
2025,10.0,1983-01-04
2026,10.0,1983-01-05
2027,10.0,1983-01-06
2028,10.0,1983-01-07
2029,10.0,1983-01-10
2030,10.0,1983-01-11
2031,11.0,1983-01-12
2032,11.0,1983-01-13
2033,11.0,1983-01-14
2034,11.0,1983-01-17
2035,11.0,1983-01-18
2036,11.0,1983-01-19
2037,11.0,1983-01-20
2038,11.0,1983-01-21
2039,11.0,1983-01-24
2040,11.0,1983-01-25
2041,11.0,1983-01-26
2042,11.0,1983-01-27
2043,11.0,1983-01-28
2044,11.0,1983-01-31
2045,11.0,1983-02-01
2046,11.0,1983-02-02
2047,11.0,1983-02-03
2048,11.0,1983-02-04
2049,11.0,1983-02-07
2050,11.0,1983-02-08
2051,11.0,1983-02-09
2052,11.0,1983-02-10
2053,11.0,1983-02-11
2054,11.0,1983-02-14
2055,11.0,1983-02-15
2056,11.0,1983-02-16
2057,11.0,1983-02-17
2058,11.0,1983-02-18
2059,11.0,1983-02-21
2060,11.0,1983-02-22
2061,11.0,1983-02-23
2062,11.0,1983-02-24
2063,11.0,1983-02-25
2064,11.0,1983-02-28
2065,11.0,1983-03-01
2066,11.0,1983-03-02
2067,11.0,1983-03-03
2068,11.0,1983-03-04
2069,11.0,1983-03-07
2070,11.0,1983-03-08
2071,11.0,1983-03-09
2072,11.0,1983-03-10
2073,11.0,1983-03-11
2074,11.0,1983-03-14
2075,10.5625,1983-03-15
2076,10.5625,1983-03-16
2077,10.5625,1983-03-17
2078,10.5625,1983-03-18
2079,10.5625,1983-03-21
2080,10.5625,1983-03-22
2081,10.5625,1983-03-23
2082,10.5625,1983-03-24
