,title,address,price,building_area,building_use,latitude,longitude,btype
8527,遠企商圈旁六張犁捷運一級商辦景觀佳,台北市大安區敦化南路二段,125000,92.0,電梯大樓/辦公,25.0255535,121.5490544,電梯大樓
8531,"站前地下街,三越百貨商圈,錢潮滾滾來",台北市中正區忠孝西路一段,75000,7.0,電梯大樓/店面,25.0465755,121.51557920000002,電梯大樓
8532,南京復興站優質小辦公室,台北市中山區復興北路,35000,27.46,電梯大樓/辦公,25.052421,121.5430988,電梯大樓
8534,(內湖五期旁)樓中樓大露台屋新管理嚴謹,台北市內湖區新明路,30000,20.0,電梯大樓/整層住家,25.055277,121.582141,電梯大樓
8543,中正區捷運古亭站同安街86巷平面車位月租,台北市中正區同安街,4500,6.0,,25.0219809,121.51931499999999,nan
8554,大路上~店辦ㄧ樓~華山藝文*學校機關林立,台北市中正區濟南路二段,210000,137.0,電梯大樓/住辦,25.0412484,121.52788159999999,電梯大樓
8555,民生社區郵局旁一樓,台北市松山區新東街,66000,40.0,公寓/整層住家,25.0590765,121.5649969,公寓
8556,忠孝東路大面寬醒目餐飲金店,台北市大安區忠孝東路四段,300000,60.0,,25.0412846,121.5473175,nan
8558,近忠孝敦化站，格局方正好規劃辦公佳,台北市大安區忠孝東路四段,88000,50.99,電梯大樓/辦公,25.040398,121.5504071,電梯大樓
8560,美樂房屋~一層一戶~適合文武百業進駐~,台北市中山區林森北路,57000,51.64,電梯大樓/辦公,25.051177,121.5247321,電梯大樓
8568,TOP松江15F(本號)近光華三創,台北市中山區松江路,49000,27.0,電梯大樓/整層住家,25.0459919,121.53314209999999,電梯大樓
8569,和平東路零公設大坪數近科技大樓站,台北市大安區和平東路二段,150000,103.0,公寓/整層住家,25.024565399999997,121.5412914,公寓
8573,捷運鋼骨二樓/四樓~中山國中站,台北市中山區復興北路,156200,58.0,電梯大樓/辦公,25.060984,121.54396000000001,電梯大樓
8574,金店面整楝出租,台北市萬華區萬大路,80000,80.0,透天厝/店面,25.0204151,121.49816489999999,透天厝
8575,"大同世界-大同區臨近捷運圓山站,新房邊間",台北市大同區敦煌路,42000,43.0,電梯大樓/整層住家,25.0752373,121.52005,電梯大樓
8576,★南京三民捷運站挑高面寬金店面★,台北市松山區南京東路五段,420000,120.0,,25.0510794,121.5623554,nan
8582,碧湖君品1-2樓賺錢黃金店面,台北市內湖區內湖路二段,70000,53.54,電梯大樓/店面,25.0822425,121.59042099999999,電梯大樓
8584,商業用一般事務所住辦皆宜{住家租金可談},台北市大同區南京西路,10000,8.2,電梯大樓/住辦,25.0528755,121.5123062,電梯大樓
8588,擁有專屬空間~創造自己的奇蹟~,台北市信義區永吉路,66000,20.0,,25.046676899999998,121.57977890000001,nan
8589,限量1位!西園第一豪宅休旅車位3300元,台北市萬華區西園路一段,3300,4.0,,25.0392132,121.4997406,nan
8590,敦北民生商圈+A美辦~近機場/捷運,台北市松山區民生東路,246800,102.86,電梯大樓/辦公,25.058871300000003,121.561324,電梯大樓
8598,通化夜市101雙捷運電梯(獨立陽台)雅,台北市大安區通化街,6498,3.0,電梯大樓/雅房,25.030267000000002,121.555547,電梯大樓
8601,敦南誠品安和新力大廈,台北市大安區安和路一段,59000,44.0,電梯大樓/住辦,25.037157,121.55176100000001,電梯大樓
8602,宏泰巨星企業形象商場辦公室店面二樓,台北市內湖區成功路四段,250000,130.6,電梯大樓/店面,25.082145699999998,121.5921453,電梯大樓
8607,有富正旺西門町店面,台北市萬華區成都路,200000,63.13,,25.042819,121.502784,nan
8608,忠孝敦化捷運小型辦公室(有窗).租到賺到,台北市大安區敦化南路一段,10000,3.0,電梯大樓/辦公,25.0416612,121.54920459999998,電梯大樓
8609,搶~~正饒河街上透天大店面~~,台北市松山區饒河街,250000,56.0,透天厝/店面,25.0504394,121.57499440000001,透天厝
8611,三角窗店面，適合各行各業。,台北市內湖區環山路一段,45000,20.0,公寓/店面,25.082909,121.566078,公寓
8617,果菜市場黃金店面（附閣樓）,台北市萬華區富民路,25000,4.0,公寓/店面,25.018687699999997,121.5009857,公寓
8618,台北市北投陽明峰匯全新1樓住宅辦公出租,台北市北投區中央北路四段,28000,19.02,電梯大樓/住辦,25.1283122,121.4701742,電梯大樓
8620,士林官邸優質精美商辦,台北市士林區中山北路五段,220000,142.83,電梯大樓/辦公,25.0935943,121.52788570000001,電梯大樓
8621,"價錢好談二樓景觀辦公室,租金含稅可登公司",台北市信義區永吉路,90000,55.0,電梯大樓/辦公,25.045326199999998,121.57487490000001,電梯大樓
8628,"忠孝新生捷運旁辦公室~診所,律師樓,首選",台北市中正區忠孝東路二段,110000,67.0,電梯大樓/辦公,25.0431234,121.53303600000001,電梯大樓
8631,重慶北辦公室適科技辦公貿易,台北市大同區重慶北路二段,105000,81.78,電梯大樓/辦公,25.0565421,121.5135527,電梯大樓
8632,漂亮辦公室屋新!空間大!實木地板~附車位,台北市松山區八德路三段,82000,60.55,電梯大樓/辦公,25.048988,121.55792890000001,電梯大樓
8634,"近技大樓捷運,安東市場,交通及生活機能優",台北市大安區復興南路二段,18800,7.0,電梯大樓/獨立套房,25.027758,121.541623,電梯大樓
8635,捷運忠孝敦化站~誠品商辦大樓~雙車位,台北市大安區安和路一段,358000,190.0,電梯大樓/辦公,25.0392723,121.5504532,電梯大樓
8638,餐廳萬芳捷運站旁金店面獨立進出store,台北市文山區萬芳路,65000,28.0,,24.9988115,121.5716765,nan
8640,松江南京站5分鐘、管理良好、進駐客戶佳,台北市中山區長春路,433140,216.0,電梯大樓/辦公,25.0549363,121.5339007,電梯大樓
8642,可短租~長租誠可議,台北市萬華區康定路,33330,15.6,電梯大樓/獨立套房,25.0402432,121.5028332,電梯大樓
8645,正饒河夜市鑽石店面,台北市松山區饒河街,250000,42.35,,25.0504394,121.57499440000001,nan
8659,民生圓環金店面,台北市松山區三民路,150000,30.0,,25.057694,121.562436,nan
8665,中信阿松~大安區大廈辦公出租,台北市大安區辛亥路二段,63800,52.3,電梯大樓/住辦,25.0208163,121.5399743,電梯大樓
8666,近南京三民捷運站，生活機能極佳，CP高,台北市松山區光復北路,12000,6.0,電梯大樓/分租套房,25.050193,121.560612,電梯大樓
8667,海婆婆短期租屋酒店式公寓,台北市內湖區內湖路一段,28000,12.5,電梯大樓/整層住家,25.083213,121.5628,電梯大樓
8670,近大直捷運站、明水路、實踐大學、美麗華,台北市中山區北安路,35000,23.35,電梯大樓/辦公,25.084508,121.54932099999999,電梯大樓
8676,位於龍山寺捷運站.交通便利,台北市萬華區西園路一段,45000,38.76,電梯大樓/辦公,25.0360004,121.49920990000001,電梯大樓
8679,八德商圈金店面,台北市松山區八德路四段,60000,15.0,,25.048533199999998,121.5633345,nan
8687,近延平北路。大馬路邊金店面稀有釋出,台北市士林區重慶北路四段,45000,28.03,公寓/店面,25.0850087,121.5118007,公寓
8690,近捷運站、大學，乾淨溫馨、生活機能超優,台北市中山區新生北路三段,9200,6.0,公寓/分租套房,25.067469,121.52649,公寓
8692,靜巷庭園社區摩登住宅●3+1房精緻明亮,台北市北投區石牌路二段,56000,52.04,電梯大樓/整層住家,25.1231099,121.52156709999998,電梯大樓
8693,敦南遠企高樓商辦,台北市大安區敦化南路二段,125000,91.52,電梯大樓/辦公,25.026281,121.5500785,電梯大樓
8695,捷運國父紀念館站2號出口(臨接出口),台北市大安區忠孝東路四段,15000,4.0,,25.041954,121.5572376,nan
8696,忠孝復興站SOGO旁大路邊金店面把握機會,台北市大安區復興南路一段,480000,50.0,電梯大樓/店面,25.0422419,121.544031,電梯大樓
8697,公司地址設立登記/聯絡處，名額有限~,台北市大安區敦化南路一段,2500,1.0,電梯大樓/辦公,25.0416612,121.54920459999998,電梯大樓
8703,近捷運!!便宜辦公室在這裡!,台北市信義區基隆路二段,35000,41.58,電梯大樓/住辦,25.0273812,121.5555024,電梯大樓
8705,精緻美容沙龍床位及房間分租,台北市中山區錦州街,6500,4.0,電梯大樓/店面,25.060319,121.53903100000001,電梯大樓
8709,★近士林運動中心二樓辦公.免管理費★,台北市士林區大南路,25000,27.0,公寓/辦公,25.088819,121.51842520000001,公寓
8712,優質純辦~敦南林蔭~一層一戶(附車位),台北市松山區敦化南路一段,400000,282.07,電梯大樓/辦公,25.046249,121.54911899999999,電梯大樓
8713,內湖科學園區BOSS世界特區商辦,台北市內湖區民權東路六段,150363,167.07,電梯大樓/辦公,25.0680017,121.5801568,電梯大樓
8715,餐廳/醫美捷運站旁金店面門面寬store,台北市文山區萬芳路,90000,57.44,電梯大樓/店面,24.9988115,121.5716765,電梯大樓
8717,。復北保富通商純辦。近捷運地段佳,台北市松山區復興北路,300000,118.86,電梯大樓/辦公,25.062678,121.544678,電梯大樓
8719,敦南誠品安和新力大廈,台北市大安區安和路一段,59000,44.0,電梯大樓/辦公,25.0377694,121.55010039999999,電梯大樓
8730,東區大面寬餐飲金店面,台北市大安區忠孝東路四段,190000,30.0,電梯大樓/店面,25.0418749,121.55166990000001,電梯大樓
8732,高檔裝潢/一層一戶/管理佳優質商辦大樓,台北市中山區民生東路二段,500000,255.0,電梯大樓/辦公,25.05814800000001,121.536519,電梯大樓
8733,~人潮店面餐廳出租含設備~,台北市北投區尊賢街,29000,16.0,,25.117529,121.507125,nan
8736,租漂亮純辦、門面優、含OA辦公家具近捷運,台北市中山區復興南路一段,85000,42.0,電梯大樓/辦公,25.0457753,121.54312859999999,電梯大樓
8737,近台北火車站、使用大、租金便宜,台北市大同區太原路,29000,44.0,公寓/辦公,25.052529,121.516433,公寓
8740,八德路三段上班族人潮眾多連鎖餐飲聚集,台北市松山區八德路三段,85000,40.0,,25.047431200000002,121.55658319999999,nan
8742,關渡捷運站旁、精裝修、可當小型辦公、住家,台北市北投區大度路三段,22000,36.0,公寓/住辦,25.124289899999997,121.466907,公寓
8744,近捷運純辦近29.6坪屋況優附辦公設備,台北市信義區基隆路二段,36000,29.6,電梯大樓/辦公,25.027824,121.556683,電梯大樓
8745,一層一戶使用坪效大,台北市內湖區內湖路一段,128000,110.0,電梯大樓/辦公,25.0822622,121.5626413,電梯大樓
8746,仁愛路四段陛廈,台北市大安區仁愛路四段,150000,78.0,電梯大樓/整層住家,25.0391491,121.55127809999999,電梯大樓
8753,松江南京站3分鐘、格局方正、低公設,台北市中山區南京東路二段,200000,146.0,電梯大樓/辦公,25.052518399999997,121.53616940000002,電梯大樓
8756,近捷運西門站*低公設優質辦公-6921,台北市中正區博愛路,58000,47.38,電梯大樓/辦公,25.0426002,121.5115399,電梯大樓
8758,公館秀泰影城小金店,台北市中正區羅斯福路四段,30000,4.0,電梯大樓/店面,25.012726,121.53526399999998,電梯大樓
8759,個人獨立辦公桌-租金含水電網路管理費,台北市松山區光復北路,4500,1.0,電梯大樓/辦公,25.050808,121.55811499999999,電梯大樓
8760,忠孝新生站5分鐘～面貳樓餐廳黃金店,台北市中正區仁愛路二段,170000,35.6,,25.0384033,121.5319127,nan
8762,優質美麗華商業辦公大樓出租,台北市中山區樂群三路,144720,61.15,電梯大樓/辦公,25.083296100000002,121.55351809999999,電梯大樓
8764,★內科廠辦大樓~倉庫/產線/辦公皆適★,台北市內湖區瑞光路,375000,279.0,電梯大樓/辦公,25.0719685,121.5807744,電梯大樓
8766,金矽谷附OA辦公設備(1180/坪),台北市內湖區基湖路,233900,198.22,電梯大樓/辦公,25.078672,121.5655749,電梯大樓
8768,行愛路新湖舊宗路民權東路行善路行忠路廠辦,台北市內湖區行愛路,145000,186.83,電梯大樓/辦公,25.0655938,121.58148770000001,電梯大樓
8776,中山站5分鐘、低公設、屋況佳,台北市中山區中山北路二段,176000,93.0,電梯大樓/辦公,25.0620508,121.52179640000001,電梯大樓
8777,天母邊間旺鋪,台北市士林區中山北路六段,62000,25.0,透天厝/店面,25.114879000000002,121.52786699999999,透天厝
8780,天母高島屋商圈使用坪數大商辦皆宜,台北市士林區士東路,48000,43.8,電梯大樓/店面,25.109928,121.533208,電梯大樓
8786,氣派商辦大樓/一層一戶/樓板挑高/採光好,台北市大安區敦化南路二段,878800,338.0,電梯大樓/辦公,25.0319307,121.54947279999999,電梯大樓
8788,西門徒步區人潮櫃位ˋ,台北市萬華區漢中街,70000,1.0,公寓/店面,25.0435111,121.5072233,公寓
8789,多倫多科技中心-辦公室分租,台北市內湖區瑞光路,11000,6.0,電梯大樓/辦公,25.0811271,121.5685882,電梯大樓
8792,東門捷運永康商圈,台北市大安區信義路二段,888888,80.0,公寓/店面,25.0343753,121.5312723,公寓
8794,忠孝復興站旁，3-4人房獨立隔間商務中心,台北市大安區忠孝東路四段,11000,3.0,電梯大樓/辦公,25.0415056,121.5462112,電梯大樓
8796,近捷運中正紀念堂站*大使用空間-7334,台北市中正區愛國東路,400000,303.07,電梯大樓/辦公,25.0336117,121.51716270000001,電梯大樓
8798,7000無窗有抽風系統近寧夏夜市3分鐘,台北市大同區南京西路,8000,5.0,公寓/分租套房,25.05494,121.51297,公寓
8799,戀上劍潭★仙境：正二房／純一樓/門前停車,台北市士林區承德路四段,33000,26.0,公寓/整層住家,25.0838887,121.52191040000001,公寓
8801,芝玉路寧靜溫馨大雅房，家具家電齊全,台北市士林區芝玉路一段,5500,5.0,透天厝/雅房,25.104544,121.53629199999999,透天厝
8802,黃金辦公室三角窗四面採光佳近捷運,台北市信義區忠孝東路五段,50000,40.0,電梯大樓/住辦,25.0407183,121.57760379999999,電梯大樓
8808,"氣派門廳高樓美辦~事務所,辦公,創業首選",台北市中山區建國北路二段,27600,23.0,電梯大樓/辦公,25.0614913,121.5382513,電梯大樓
8812,士林夜市旁-精華挑高店辦-租金誠可議,台北市士林區承德路四段,306000,136.0,電梯大樓/店面,25.087726899999996,121.52356270000001,電梯大樓
8815,正角間忠孝東路金店8萬登記24坪,台北市南港區忠孝東路六段,80000,24.0,電梯大樓/店面,25.0468532,121.58411540000002,電梯大樓
8819,┌台北大學校區┬近松山機場┬雙捷運站┐,台北市中山區龍江路,12500,8.0,公寓/獨立套房,25.056600399999997,121.5411848,公寓
8820,高樓層、格局及採光皆佳、室內約145坪,台北市松山區八德路三段,345559,203.0,電梯大樓/辦公,25.048976500000002,121.5529064,電梯大樓
8821,師大商圈宿舍店面,台北市大安區龍泉街,55000,10.0,公寓/店面,25.026479000000002,121.53029699999999,公寓
8822,租漂亮辦公室、景觀佳、門面優近捷運,台北市大安區復興南路二段,67000,42.0,電梯大樓/辦公,25.025461,121.543741,電梯大樓
8826,創業首選六千元全包和工商登記，捷運敦化站,台北市大安區忠孝東路四段,6000,1.5,電梯大樓/辦公,25.041768100000002,121.5527773,電梯大樓
8828,內湖路一段金店面出租,台北市內湖區內湖路一段,230000,72.0,公寓/店面,25.082613000000002,121.5668945,公寓
8830,挑高六米新大樓店面(樓中樓),台北市士林區文林路,88000,45.0,,25.0956264,121.52352340000002,nan
8831,敦化站5分鐘、獨立空調、附2車位、屋況佳,台北市大安區安和路一段,353280,220.0,電梯大樓/辦公,25.039496399999997,121.55291340000001,電梯大樓
8832,西門町透天旗艦金店,台北市萬華區昆明街,800000,180.0,透天厝/店面,25.0449758,121.50550600000001,透天厝
8833,新生店辦!可住辦可當倉儲!,台北市中山區新生北路三段,23000,22.0,,25.067237699999996,121.52837179999999,nan
8834,全新裝潢近碧湖，捷運內湖站，高樓層搶租中,台北市內湖區內湖路二段,32000,23.3,電梯大樓/整層住家,25.083115499999998,121.59121119999999,電梯大樓
8839,重慶北路樓中樓住辦2用,台北市大同區重慶北路三段,50000,60.0,電梯大樓/住辦,25.071327,121.5151,電梯大樓
8847,國父紀念館站、每坪1580元、裝潢佳,台北市大安區光復南路,251220,159.0,電梯大樓/辦公,25.0442634,121.5585841,電梯大樓
8849,內湖登峰優質辦公室出租,台北市內湖區瑞光路,130000,119.91,電梯大樓/辦公,25.0752967,121.57407979999999,電梯大樓
8854,租漂亮辦公室、景觀佳、近捷運近停車場,台北市松山區復興北路,50000,32.0,電梯大樓/辦公,25.051883,121.543636,電梯大樓
8855,稀有店面區域消費強難得釋出錯過不再,台北市中山區長春路,35000,10.0,電梯大樓/店面,25.0549259,121.537424,電梯大樓
8859,黃金店面五條通林森北路口,台北市中山區中山一路,65000,28.0,電梯大樓/店面,25.050573899999996,121.5252949,電梯大樓
8860,信義安和站旁、使用面積約230坪、屋況佳,台北市大安區信義路四段,499980,208.0,電梯大樓/辦公,25.033352,121.555407,電梯大樓
8861,工商登記台北市真的只要$2000!!,台北市中正區館前路,2000,1.0,電梯大樓/辦公,25.0457238,121.5157838,電梯大樓
8864,近景美捷運站，生活機能佳~~,台北市文山區景中街,45000,48.0,電梯大樓/辦公,24.992817600000002,121.54390579999999,電梯大樓
8867,雙捷運『順利松江』辦公,台北市中山區松江路,23000,17.0,電梯大樓/辦公,25.0481036,121.5328152,電梯大樓
8868,捷運松江南京70公尺~機能超佳優質辦公室,台北市中山區松江路,50000,26.0,電梯大樓/辦公,25.0523532,121.5326077,電梯大樓
8869,忠誠路一段海涵大樓店面，近天母SOGO,台北市士林區忠誠路一段,99000,19.21,電梯大樓/店面,25.1037022,121.52519720000001,電梯大樓
8870,現有裝潢傢俱/坪數可切割,台北市松山區復興北路,259974,144.43,電梯大樓/辦公,25.0539036,121.54446409999998,電梯大樓
8872,純辦大樓/交通便利/格局方正/有裝潢隔間,台北市松山區八德路三段,365904,203.28,電梯大樓/辦公,25.049061399999996,121.55123329999999,電梯大樓
8873,租敦安一樓金店面@@@@@@@@,台北市大安區安和路一段,120000,71.389,電梯大樓/店面,25.034371,121.55298700000002,電梯大樓
8875,"微風百貨,醒目面寬整棟金店出租",台北市大安區復興南路,600000,200.0,,25.0325459,121.5434983,nan
8878,捷運中山國小站旁辦公室適合貿易旅行社,台北市中山區錦州街,45000,47.6,電梯大樓/辦公,25.060138100000003,121.52591229999999,電梯大樓
8880,士林夜市爆漿人潮金店面,台北市士林區大南路,100000,20.0,透天厝/店面,25.089208,121.524859,透天厝
8881,大安區新民國小旁羅曼羅蘭挑高大面寬店面,台北市大安區辛亥路一段,120000,36.54,電梯大樓/店面,25.0208865,121.5301619,電梯大樓
8883,興洋興天地，大同區新帝標,台北市大同區天水路,50000,11.0,電梯大樓/店面,25.0534581,121.5138348,電梯大樓
8884,小巨蛋站5分鐘、低公設、採光及格局皆佳,台北市松山區南京東路四段,479150,259.0,電梯大樓/辦公,25.052643,121.55146609999998,電梯大樓
8889,東區明耀Zara忠孝敦化捷運住辦招牌車位,台北市大安區忠孝東路四段,89999,61.0,電梯大樓/住辦,25.042882000000002,121.55359920000001,電梯大樓
8897,杭州南路三角窗金店,台北市大安區杭州南路二段,86000,50.0,,25.0342055,121.5237021,nan
8901,★彈性坪數、樓層可調整★市府捷運頂級商辦,台北市信義區松高路,2144796,564.42,電梯大樓/辦公,25.038531600000002,121.56503070000001,電梯大樓
8905,5人獨立辦公室-含水電網路費-有對外窗,台北市松山區光復北路,18000,5.0,電梯大樓/辦公,25.050808,121.55811499999999,電梯大樓
8906,全新落成一層一戶辦公~面河景樓下就是銀行,台北市內湖區新明路,56000,85.0,電梯大樓/辦公,25.060503699999998,121.5901258,電梯大樓
8909,★彈性坪數、樓層可調整★市府捷運頂級商辦,台北市信義區松高路,3252648,855.96,電梯大樓/辦公,25.038531600000002,121.56503070000001,電梯大樓
8912,"大直橋邊,獨立店鋪",台北市中山區北安路,25000,20.0,,25.079041,121.54465,nan
8914,黃金小坪數裝潢店面,台北市文山區和興路,22000,16.0,透天厝/辦公,24.9845753,121.5483409,透天厝
8916,近內科捷運機能強,台北市內湖區內湖路一段,6000,3.0,公寓/分租套房,25.080063,121.57831499999999,公寓
8919,世貿頂級純辦公把握機會,台北市信義區基隆路二段,260000,172.0,電梯大樓/辦公,25.0289172,121.5573049,電梯大樓
8929,氣派大方辦公室，交通便利，明亮空間大,台北市內湖區新明路,100000,90.78,電梯大樓/辦公,25.056103,121.58240900000001,電梯大樓
8932,行天宮捷運店辦～裝潢優．格局方正．餐飲可,台北市中山區建國北路二段,140000,63.0,電梯大樓/店面,25.059084,121.53758300000001,電梯大樓
8938,民生東路裝潢美辦~格局方正採光佳,台北市松山區民生東路三段,264000,160.72,電梯大樓/辦公,25.0581921,121.54679909999999,電梯大樓
8942,南京復興捷運辦公+車位,台北市中山區復興北路,39900,29.38,電梯大樓/辦公,25.0505432,121.5430407,電梯大樓
8943,超優地點店面便宜出租,台北市南港區南港路一段,100000,45.0,透天厝/店面,25.0557983,121.6142598,透天厝
8949,~~~~內科一樓辦公室~~~~,台北市內湖區新湖二路,150000,133.0,電梯大樓/辦公,25.0627735,121.5793919,電梯大樓
8956,忠孝復興站SOGO旁一級辦公稀有物件把握,台北市大安區復興南路一段,46000,38.64,電梯大樓/辦公,25.0423889,121.5440063,電梯大樓
8957,近北醫之美髮沙龍，分租美容室,台北市信義區莊敬路,15000,4.0,電梯大樓/店面,25.02899,121.562924,電梯大樓
8958,明曜安和商圈人潮金店面,台北市大安區安和路一段,135000,30.0,,25.037925899999998,121.55207649999998,nan
8960,內科稀有精緻店面,台北市內湖區瑞湖街,495000,198.0,電梯大樓/店面,25.073449899999996,121.5759315,電梯大樓
8963,高樓層景觀戶豪華氣派近中山國中捷運,台北市中山區復興北路,75000,58.0,電梯大樓/辦公,25.0582885,121.5430622,電梯大樓
8964,市府站一級店面超便宜把握機會,台北市信義區永吉路,42000,23.0,,25.045792199999998,121.57269,nan
8966,台北車站忠孝西路金店面,台北市中正區忠孝西路一段,516600,126.0,電梯大樓/店面,25.0459109,121.5180429,電梯大樓
8968,新生北三角窗金店面,台北市中山區新生北路,150000,45.16,電梯大樓/店面,25.050852,121.52830800000001,電梯大樓
8970,內湖瑞光路上--全新辦公大樓,台北市內湖區瑞光路,269824,168.64,電梯大樓/辦公,25.0771538,121.5756475,電梯大樓
8971,近內湖MRT。全新大樓金店面。適展示樣品,台北市內湖區金湖路,90000,39.0,電梯大樓/店面,25.080641,121.5981587,電梯大樓
8975,東園街一樓店辦住,台北市萬華區東園街,23000,23.0,電梯大樓/店面,25.0266579,121.494543,電梯大樓
8977,忠孝復興站大路邊金店面人潮錢潮把握機會,台北市大安區忠孝東路三段,180000,27.0,,25.041826399999998,121.54098090000001,nan
8979,敦南誠品/安和新力優質住辦,台北市大安區安和路一段,59000,44.0,電梯大樓/住辦,25.039634500000002,121.55196550000001,電梯大樓
8984,士林官邸~泰北高中旁-大路邊~黃金店面,台北市士林區雨農路,68000,50.0,,25.09795,121.532105,nan
8985,康樂街公車站牌旁四方金店面,台北市內湖區康樂街,46000,30.0,公寓/店面,25.069654999999997,121.61933700000002,公寓
8986,台大正對面*人潮醒目*稀少租金低*店面王,台北市中正區羅斯福路三段,110000,20.0,公寓/店面,25.0169677,121.5337257,公寓
8989,電梯冷氣套房水泥隔間有窗近市府站1號,台北市信義區基隆路一段,8000,5.0,電梯大樓/分租套房,25.042954,121.56562240000001,電梯大樓
8992,西門家樂福面寬店面,台北市萬華區貴陽街二段,88000,21.85,,25.039599,121.505696,nan
8993,電梯無炊冷氣雅房有+獨立陽台南京三民路口,台北市松山區南京東路五段,6200,4.0,電梯大樓/雅房,25.050325,121.566579,電梯大樓
8995,陽明山餐廳店面出租,台北市士林區平菁街,45000,30.0,,25.130956,121.573746,nan
8999,中山站5分鐘、附辦公家具、一層一戶,台北市中山區南京東路一段,165000,110.0,電梯大樓/辦公,25.0527074,121.5258223,電梯大樓
9007,"捷運美辦~美容,工作室,辦公皆可~近捷運",台北市松山區南京東路五段,34000,26.0,電梯大樓/辦公,25.051901100000002,121.5642813,電梯大樓
9012,民生光復雙店面寬社區餐飲人潮金店,台北市松山區民生東路五段,180000,45.0,,25.059366699999998,121.5591307,nan
9015,正延平北路大馬路金店,台北市大同區延平北路四段,35000,30.0,透天厝/店面,25.06992210000001,121.51076359999999,透天厝
9023,京華城斜對面店面23坪+地下室20坪,台北市松山區八德路四段,68000,28.0,,25.04892000000001,121.563425,nan
9027,逸仙林園稀有大坪數1F+B1,台北市信義區忠孝東路四段,300000,598.0,電梯大樓/店面,25.042503399999998,121.5643463,電梯大樓
9028,"近捷運,高樓,開放空間,視野美辦~",台北市信義區忠孝東路五段,65000,54.22,電梯大樓/辦公,25.041435,121.57876909999999,電梯大樓
9029,陽明山_仰德豪門別墅,台北市士林區仰德大道三段,180000,95.9,別墅/整層住家,25.115679,121.548725,別墅
9032,松江南京1分鐘~機能超優~優質美辦,台北市中山區南京東路二段,280000,165.0,電梯大樓/辦公,25.0511088,121.5306053,電梯大樓
9033,企業中心.氣派百萬裝潢辦公室優--近,台北市中山區南京東路一段,165000,110.01,電梯大樓/辦公,25.0526633,121.5251574,電梯大樓
9042,香蕉同居中Co-living,台北市大安區敦化南路一段,10000,5.0,電梯大樓/雅房,25.043357999999998,121.549306,電梯大樓
9043,TOP松江大坪數豪宅近三創,台北市中山區松江路,157500,89.0,電梯大樓/整層住家,25.0459919,121.53314209999999,電梯大樓
9044,★敦化南路【屋況優免裝潢】,台北市大安區敦化南路二段,90000,68.5,電梯大樓/辦公,25.024514399999997,121.5492991,電梯大樓
9045,近捷運/漂亮裝潢/坪數可切67+73坪,台北市松山區南京東路四段,252000,140.0,電梯大樓/辦公,25.0531413,121.551308,電梯大樓
9046,永春捷運旁3人靠窗獨立辦公室含家具,台北市信義區松德路,9000,3.0,電梯大樓/辦公,25.0390983,121.5767914,電梯大樓
9047,租內湖洲子街大坪數商辦87519898,台北市內湖區洲子街,1246493,755.45,電梯大樓/辦公,25.079850399999998,121.57354240000001,電梯大樓
9049,信義敦南店辦,台北市大安區四維路,100000,58.17,電梯大樓/店面,25.0334862,121.5465472,電梯大樓
9058,萬芳醫院捷運站靜巷二樓,台北市文山區興德路,20000,25.04,公寓/整層住家,25.0041457,121.55841370000002,公寓
9059,1+2樓復興南路金店面、近雙捷運,台北市大安區復興南路二段,150000,60.0,公寓/店面,25.0289319,121.5432764,公寓
9062,新光路，女單身雅房,台北市文山區新光路一段,3800,4.0,公寓/雅房,24.9921875,121.5734253,公寓
9063,[內湖科學園區]內湖路上港墘捷運旁商辦,台北市內湖區內湖路一段,225000,149.0,電梯大樓/辦公,25.0806626,121.5727973,電梯大樓
9065,台北小巨蛋站3分鐘、交通便利、地點佳,台北市松山區南京東路四段,1448352,804.0,電梯大樓/辦公,25.0527129,121.5513858,電梯大樓
9068,行愛挑高五米店辦,台北市內湖區行愛路,165600,84.81,電梯大樓/店面,25.063964600000002,121.58287150000001,電梯大樓
9078,民生圓環辦公-歡迎同業配合,台北市松山區民生東路五段,56000,51.83,電梯大樓/辦公,25.060170899999996,121.56555990000001,電梯大樓
9080,大馬路邊間三角窗~超大面寬,台北市松山區南京東路四段,148888,61.5,,25.051785,121.55696299999998,nan
9081,187巷絕版金店面，僅只一間，絕無僅有。,台北市大安區敦化南路一段,150000,10.0,,25.0426464,121.55122379999999,nan
9082,◆民權東路旁捷運中山國中松山機場店辦◆,台北市松山區民族東路,47000,45.0,,25.0624799,121.549578,nan
9083,近捷運電梯2+2房【誠可議價】,台北市內湖區康寧路三段,68000,58.0,電梯大樓/整層住家,25.0679089,121.6094051,電梯大樓
9085,近南京復興站純辦35坪屋況優,台北市松山區復興北路,56000,35.0,電梯大樓/辦公,25.0516326,121.5451133,電梯大樓
9086,微風商圈生活機能佳~住宅辦公室皆宜,台北市松山區復興南路一段,29000,28.39,電梯大樓/住辦,25.0479288,121.5449188,電梯大樓
9091,松山機場前松山機場前店辦,台北市松山區民族東路,47000,42.6,電梯大樓/店面,25.0634217,121.55051979999999,電梯大樓
9092,地點佳、屋況好，已有OA，適4~6人辦公,台北市信義區基隆路一段,36000,29.74,電梯大樓/辦公,25.0451698,121.5671005,電梯大樓
